subid,age,age_group,dot,first_task,ms_q_ver,task,task_num,score,q,q_kind,sex
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv1,2,1,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv1.1,N,1,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv1.2,N,1,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv1.3,N,1,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv2,2,2,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv2.1,N,2,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv2.2,N,2,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv2.3,N,2,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv3,3,3,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv3.1,N,3,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv3.2,N,3,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv3.3,N,3,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,dg,dg1,3,1,NA,Male
MC-iran_21,8.75,8,8/4/14,moral,2,dg,dg2,4,2,NA,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral1,2,1,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral1.1,N,1,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral1.2,N,1,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral1.3,N,1,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral2,2,2,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral2.1,N,2,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral2.2,N,2,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral2.3,N,2,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral3,3,3,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral3.1,N,3,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral3.2,N,3,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,moral,moral3.3,N,3,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv4,3,4,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv4.1,N,4,1,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv4.2,N,4,2,Male
MC-iran_21,8.75,8,8/4/14,moral,2,conv,conv4.3,N,4,3,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing1,2,1,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing10,3,10,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing11,5,11,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing2,4,2,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing3,1,3,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing4,3,4,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing5,3,5,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing6,5,6,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing7,5,7,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing8,5,8,0,Male
MC-iran_21,8.75,8,8/4/14,moral,2,sharing,sharing9,3,9,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv1,1,1,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv1.1,N,1,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv1.2,Y,1,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv1.3,N,1,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv2,1,2,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv2.1,N,2,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv2.2,N,2,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv2.3,N,2,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv3,1,3,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv3.1,N,3,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv3.2,N,3,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv3.3,N,3,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,dg,dg1,2,1,NA,Male
MC-iran_69,8.77,8,8/24/14,moral,2,dg,dg2,1,2,NA,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral1,1,1,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral1.1,N,1,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral1.2,Y,1,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral1.3,N,1,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral2,2,2,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral2.1,N,2,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral2.2,N,2,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral2.3,N,2,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral3,1,3,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral3.1,N,3,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral3.2,N,3,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,moral,moral3.3,N,3,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv4,1,4,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv4.1,N,4,1,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv4.2,N,4,2,Male
MC-iran_69,8.77,8,8/24/14,moral,2,conv,conv4.3,N,4,3,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing1,2,1,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing10,3,10,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing11,5,11,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing2,5,2,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing3,2,3,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing4,5,4,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing5,2,5,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing6,5,6,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing7,2,7,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing8,5,8,0,Male
MC-iran_69,8.77,8,8/24/14,moral,2,sharing,sharing9,2,9,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv1,1,1,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv1.1,N,1,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv1.2,Y,1,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv1.3,N,1,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv2,1,2,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv2.1,Y,2,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv2.2,Y,2,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv2.3,N,2,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv3,5,3,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv3.1,Y,3,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv3.2,Y,3,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv3.3,N,3,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,dg,dg1,2,1,NA,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,dg,dg2,1,2,NA,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral1,1,1,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral1.1,N,1,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral1.2,Y,1,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral1.3,N,1,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral2,1,2,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral2.1,Y,2,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral2.2,Y,2,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral2.3,N,2,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral3,1,3,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral3.1,Y,3,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral3.2,Y,3,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,moral,moral3.3,N,3,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv4,5,4,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv4.1,Y,4,1,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv4.2,Y,4,2,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,conv,conv4.3,N,4,3,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing1,1,1,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing10,6,10,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing11,5,11,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing2,6,2,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing3,1,3,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing4,6,4,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing5,1,5,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing6,6,6,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing7,2,7,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing8,3,8,0,Male
MC-iran_16,7.93,7,7/29/14,sharing,4,sharing,sharing9,6,9,0,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv1,1,1,0,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv1.1,N,1,1,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv1.2,N,1,2,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv1.3,N,1,3,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv2,2,2,0,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv2.1,N,2,1,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv2.2,N,2,2,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv2.3,N,2,3,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv3,1,3,0,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv3.1,N,3,1,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv3.2,N,3,2,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv3.3,N,3,3,Male
MC-iran_28,6,6,8/6/14,moral,2,dg,dg1,7,1,NA,Male
MC-iran_28,6,6,8/6/14,moral,2,dg,dg2,0,2,NA,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral1,1,1,0,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral1.1,N,1,1,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral1.2,N,1,2,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral1.3,N,1,3,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral2,1,2,0,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral2.1,N,2,1,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral2.2,N,2,2,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral2.3,N,2,3,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral3,1,3,0,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral3.1,N,3,1,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral3.2,N,3,2,Male
MC-iran_28,6,6,8/6/14,moral,2,moral,moral3.3,N,3,3,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv4,2,4,0,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv4.1,N,4,1,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv4.2,N,4,2,Male
MC-iran_28,6,6,8/6/14,moral,2,conv,conv4.3,N,4,3,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing1,1,1,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing10,6,10,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing11,6,11,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing2,6,2,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing3,1,3,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing4,5,4,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing5,1,5,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing6,5,6,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing7,1,7,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing8,1,8,0,Male
MC-iran_28,6,6,8/6/14,moral,2,sharing,sharing9,6,9,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv1,2,1,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv1.1,N,1,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv1.2,N,1,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv1.3,N,1,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv2,1,2,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv2.1,N,2,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv2.2,N,2,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv2.3,N,2,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv3,1,3,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv3.1,N,3,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv3.2,N,3,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv3.3,N,3,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,dg,dg1,2,1,NA,Male
MC-iran_58,8.71,8,8/23/14,moral,1,dg,dg2,2,2,NA,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral1,1,1,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral1.1,N,1,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral1.2,N,1,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral1.3,N,1,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral2,2,2,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral2.1,N,2,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral2.2,N,2,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral2.3,N,2,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral3,1,3,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral3.1,N,3,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral3.2,N,3,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,moral,moral3.3,N,3,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv4,2,4,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv4.1,N,4,1,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv4.2,N,4,2,Male
MC-iran_58,8.71,8,8/23/14,moral,1,conv,conv4.3,N,4,3,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing1,1,1,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing10,2,10,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing11,5,11,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing2,5,2,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing3,1,3,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing4,5,4,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing5,1,5,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing6,6,6,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing7,4,7,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing8,4,8,0,Male
MC-iran_58,8.71,8,8/23/14,moral,1,sharing,sharing9,2,9,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv1,1,1,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv1.1,N,1,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv1.2,N,1,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv1.3,N,1,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv2,3,2,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv2.1,N,2,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv2.2,N,2,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv2.3,N,2,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv3,1,3,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv3.1,N,3,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv3.2,N,3,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv3.3,N,3,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,dg,dg1,0,1,NA,Male
MC-iran_57,9.52,9,8/23/14,moral,1,dg,dg2,0,2,NA,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral1,1,1,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral1.1,N,1,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral1.2,N,1,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral1.3,N,1,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral2,2,2,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral2.1,N,2,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral2.2,N,2,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral2.3,N,2,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral3,1,3,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral3.1,N,3,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral3.2,N,3,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,moral,moral3.3,N,3,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv4,2,4,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv4.1,N,4,1,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv4.2,N,4,2,Male
MC-iran_57,9.52,9,8/23/14,moral,1,conv,conv4.3,N,4,3,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing1,2,1,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing10,2,10,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing11,5,11,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing2,6,2,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing3,1,3,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing4,6,4,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing5,1,5,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing6,5,6,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing7,1,7,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing8,2,8,0,Male
MC-iran_57,9.52,9,8/23/14,moral,1,sharing,sharing9,3,9,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv1,1,1,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv1.1,N,1,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv1.2,N,1,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv1.3,N,1,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv2,1,2,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv2.1,N,2,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv2.2,N,2,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv2.3,N,2,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv3,1,3,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv3.1,N,3,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv3.2,N,3,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv3.3,N,3,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,dg,dg1,0,1,NA,Male
MC-iran_61,10,10,8/23/14,sharing,3,dg,dg2,1,2,NA,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral1,1,1,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral1.1,N,1,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral1.2,N,1,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral1.3,N,1,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral2,1,2,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral2.1,N,2,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral2.2,N,2,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral2.3,N,2,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral3,1,3,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral3.1,N,3,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral3.2,N,3,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,moral,moral3.3,N,3,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv4,2,4,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv4.1,N,4,1,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv4.2,N,4,2,Male
MC-iran_61,10,10,8/23/14,sharing,3,conv,conv4.3,N,4,3,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing1,1,1,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing10,3,10,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing11,5,11,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing2,5,2,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing3,1,3,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing4,3,4,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing5,2,5,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing6,5,6,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing7,4,7,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing8,6,8,0,Male
MC-iran_61,10,10,8/23/14,sharing,3,sharing,sharing9,2,9,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv1,1,1,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv1.1,N,1,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv1.2,N,1,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv1.3,N,1,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv2,1,2,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv2.1,N,2,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv2.2,N,2,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv2.3,N,2,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv3,1,3,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv3.1,N,3,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv3.2,N,3,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv3.3,N,3,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,dg,dg1,4,1,NA,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,dg,dg2,5,2,NA,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral1,1,1,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral1.1,N,1,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral1.2,N,1,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral1.3,N,1,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral2,1,2,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral2.1,N,2,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral2.2,N,2,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral2.3,N,2,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral3,1,3,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral3.1,N,3,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral3.2,N,3,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,moral,moral3.3,N,3,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv4,1,4,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv4.1,N,4,1,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv4.2,N,4,2,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,conv,conv4.3,N,4,3,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing1,1,1,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing10,6,10,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing11,6,11,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing2,6,2,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing3,1,3,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing4,6,4,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing5,1,5,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing6,6,6,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing7,2,7,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing8,2,8,0,Male
MC-iran_72,8.53,8,8/25/14,sharing,4,sharing,sharing9,6,9,0,Male
