subid,sex,agebin,task,item,q,q_kind,answer,task_num,site,age
MC-canada_30,M,yng,moral,push,1,0,3,moral1,canada,6.475017112
MC-canada_30,M,yng,moral,push,1,1,N,moral1.1,canada,6.475017112
MC-canada_30,M,yng,moral,push,1,2,Y,moral1.2,canada,6.475017112
MC-canada_30,M,yng,moral,push,1,3,N,moral1.3,canada,6.475017112
MC-canada_30,M,yng,moral,namecall,2,0,1,moral2,canada,6.475017112
MC-canada_30,M,yng,moral,namecall,2,1,N,moral2.1,canada,6.475017112
MC-canada_30,M,yng,moral,namecall,2,2,Y,moral2.2,canada,6.475017112
MC-canada_30,M,yng,moral,namecall,2,3,N,moral2.3,canada,6.475017112
MC-canada_30,M,yng,moral,rip,3,0,1,moral3,canada,6.475017112
MC-canada_30,M,yng,moral,rip,3,1,N,moral3.1,canada,6.475017112
MC-canada_30,M,yng,moral,rip,3,2,N,moral3.2,canada,6.475017112
MC-canada_30,M,yng,moral,rip,3,3,N,moral3.3,canada,6.475017112
MC-canada_31,F,yng,moral,push,1,0,3,moral1,canada,6.19301848
MC-canada_31,F,yng,moral,push,1,1,N,moral1.1,canada,6.19301848
MC-canada_31,F,yng,moral,push,1,2,Y,moral1.2,canada,6.19301848
MC-canada_31,F,yng,moral,push,1,3,N,moral1.3,canada,6.19301848
MC-canada_31,F,yng,moral,namecall,2,0,3,moral2,canada,6.19301848
MC-canada_31,F,yng,moral,namecall,2,1,N,moral2.1,canada,6.19301848
MC-canada_31,F,yng,moral,namecall,2,2,Y,moral2.2,canada,6.19301848
MC-canada_31,F,yng,moral,namecall,2,3,N,moral2.3,canada,6.19301848
MC-canada_31,F,yng,moral,rip,3,0,3,moral3,canada,6.19301848
MC-canada_31,F,yng,moral,rip,3,1,N,moral3.1,canada,6.19301848
MC-canada_31,F,yng,moral,rip,3,2,N,moral3.2,canada,6.19301848
MC-canada_31,F,yng,moral,rip,3,3,N,moral3.3,canada,6.19301848
MC-canada_32,F,yng,moral,push,1,0,2,moral1,canada,6.743326489
MC-canada_32,F,yng,moral,push,1,1,N,moral1.1,canada,6.743326489
MC-canada_32,F,yng,moral,push,1,2,Y,moral1.2,canada,6.743326489
MC-canada_32,F,yng,moral,push,1,3,N,moral1.3,canada,6.743326489
MC-canada_32,F,yng,moral,namecall,2,0,2,moral2,canada,6.743326489
MC-canada_32,F,yng,moral,namecall,2,1,N,moral2.1,canada,6.743326489
MC-canada_32,F,yng,moral,namecall,2,2,Y,moral2.2,canada,6.743326489
MC-canada_32,F,yng,moral,namecall,2,3,N,moral2.3,canada,6.743326489
MC-canada_32,F,yng,moral,rip,3,0,1,moral3,canada,6.743326489
MC-canada_32,F,yng,moral,rip,3,1,N,moral3.1,canada,6.743326489
MC-canada_32,F,yng,moral,rip,3,2,Y,moral3.2,canada,6.743326489
MC-canada_32,F,yng,moral,rip,3,3,N,moral3.3,canada,6.743326489
MC-canada_1,M,yng,conv,shoes,1,0,3,conv1,canada,6.784394251
MC-canada_1,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.784394251
MC-canada_1,M,yng,conv,shoes,1,2,Y,conv1.2,canada,6.784394251
MC-canada_1,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.784394251
MC-canada_1,M,yng,conv,swim,2,0,1,conv2,canada,6.784394251
MC-canada_1,M,yng,conv,swim,2,1,N,conv2.1,canada,6.784394251
MC-canada_1,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.784394251
MC-canada_1,M,yng,conv,swim,2,3,Y,conv2.3,canada,6.784394251
MC-canada_1,M,yng,conv,teachername,3,0,3,conv3,canada,6.784394251
MC-canada_1,M,yng,conv,teachername,3,1,Y,conv3.1,canada,6.784394251
MC-canada_1,M,yng,conv,teachername,3,2,Y,conv3.2,canada,6.784394251
MC-canada_1,M,yng,conv,teachername,3,3,Y,conv3.3,canada,6.784394251
MC-canada_1,M,yng,conv,toy,4,0,2,conv4,canada,6.784394251
MC-canada_1,M,yng,conv,toy,4,1,Y,conv4.1,canada,6.784394251
MC-canada_1,M,yng,conv,toy,4,2,Y,conv4.2,canada,6.784394251
MC-canada_1,M,yng,conv,toy,4,3,N,conv4.3,canada,6.784394251
MC-canada_2,M,yng,conv,shoes,1,0,1,conv1,canada,5.593429158
MC-canada_2,M,yng,conv,shoes,1,1,N,conv1.1,canada,5.593429158
MC-canada_2,M,yng,conv,shoes,1,2,Y,conv1.2,canada,5.593429158
MC-canada_2,M,yng,conv,shoes,1,3,N,conv1.3,canada,5.593429158
MC-canada_2,M,yng,conv,swim,2,0,3,conv2,canada,5.593429158
MC-canada_2,M,yng,conv,swim,2,1,N,conv2.1,canada,5.593429158
MC-canada_2,M,yng,conv,swim,2,2,Y,conv2.2,canada,5.593429158
MC-canada_2,M,yng,conv,swim,2,3,N,conv2.3,canada,5.593429158
MC-canada_2,M,yng,conv,teachername,3,0,2,conv3,canada,5.593429158
MC-canada_2,M,yng,conv,teachername,3,1,N,conv3.1,canada,5.593429158
MC-canada_2,M,yng,conv,teachername,3,2,Y,conv3.2,canada,5.593429158
MC-canada_2,M,yng,conv,teachername,3,3,N,conv3.3,canada,5.593429158
MC-canada_2,M,yng,conv,toy,4,0,1,conv4,canada,5.593429158
MC-canada_2,M,yng,conv,toy,4,1,N,conv4.1,canada,5.593429158
MC-canada_2,M,yng,conv,toy,4,2,Y,conv4.2,canada,5.593429158
MC-canada_2,M,yng,conv,toy,4,3,N,conv4.3,canada,5.593429158
MC-canada_3,M,yng,conv,shoes,1,0,3,conv1,canada,8.884325804
MC-canada_3,M,yng,conv,shoes,1,1,N,conv1.1,canada,8.884325804
MC-canada_3,M,yng,conv,shoes,1,2,N,conv1.2,canada,8.884325804
MC-canada_3,M,yng,conv,shoes,1,3,N,conv1.3,canada,8.884325804
MC-canada_3,M,yng,conv,swim,2,0,3,conv2,canada,8.884325804
MC-canada_3,M,yng,conv,swim,2,1,N,conv2.1,canada,8.884325804
MC-canada_3,M,yng,conv,swim,2,2,N,conv2.2,canada,8.884325804
MC-canada_3,M,yng,conv,swim,2,3,N,conv2.3,canada,8.884325804
MC-canada_3,M,yng,conv,teachername,3,0,3,conv3,canada,8.884325804
MC-canada_3,M,yng,conv,teachername,3,1,N,conv3.1,canada,8.884325804
MC-canada_3,M,yng,conv,teachername,3,2,N,conv3.2,canada,8.884325804
MC-canada_3,M,yng,conv,teachername,3,3,N,conv3.3,canada,8.884325804
MC-canada_3,M,yng,conv,toy,4,0,3,conv4,canada,8.884325804
MC-canada_3,M,yng,conv,toy,4,1,N,conv4.1,canada,8.884325804
MC-canada_3,M,yng,conv,toy,4,2,N,conv4.2,canada,8.884325804
MC-canada_3,M,yng,conv,toy,4,3,N,conv4.3,canada,8.884325804
MC-canada_4,M,mid,conv,shoes,1,0,1,conv1,canada,9.248459959
MC-canada_4,M,mid,conv,shoes,1,1,N,conv1.1,canada,9.248459959
MC-canada_4,M,mid,conv,shoes,1,2,N,conv1.2,canada,9.248459959
MC-canada_4,M,mid,conv,shoes,1,3,N,conv1.3,canada,9.248459959
MC-canada_4,M,mid,conv,swim,2,0,2,conv2,canada,9.248459959
MC-canada_4,M,mid,conv,swim,2,1,N,conv2.1,canada,9.248459959
MC-canada_4,M,mid,conv,swim,2,2,N,conv2.2,canada,9.248459959
MC-canada_4,M,mid,conv,swim,2,3,N,conv2.3,canada,9.248459959
MC-canada_4,M,mid,conv,teachername,3,0,1,conv3,canada,9.248459959
MC-canada_4,M,mid,conv,teachername,3,1,N,conv3.1,canada,9.248459959
MC-canada_4,M,mid,conv,teachername,3,2,N,conv3.2,canada,9.248459959
MC-canada_4,M,mid,conv,teachername,3,3,N,conv3.3,canada,9.248459959
MC-canada_4,M,mid,conv,toy,4,0,1,conv4,canada,9.248459959
MC-canada_4,M,mid,conv,toy,4,1,N,conv4.1,canada,9.248459959
MC-canada_4,M,mid,conv,toy,4,2,N,conv4.2,canada,9.248459959
MC-canada_4,M,mid,conv,toy,4,3,N,conv4.3,canada,9.248459959
MC-canada_5,F,yng,conv,shoes,1,0,2,conv1,canada,7.980835044
MC-canada_5,F,yng,conv,shoes,1,1,N,conv1.1,canada,7.980835044
MC-canada_5,F,yng,conv,shoes,1,2,Y,conv1.2,canada,7.980835044
MC-canada_5,F,yng,conv,shoes,1,3,Y,conv1.3,canada,7.980835044
MC-canada_5,F,yng,conv,swim,2,0,2,conv2,canada,7.980835044
MC-canada_5,F,yng,conv,swim,2,1,N,conv2.1,canada,7.980835044
MC-canada_5,F,yng,conv,swim,2,2,Y,conv2.2,canada,7.980835044
MC-canada_5,F,yng,conv,swim,2,3,Y,conv2.3,canada,7.980835044
MC-canada_5,F,yng,conv,teachername,3,0,2,conv3,canada,7.980835044
MC-canada_5,F,yng,conv,teachername,3,1,N,conv3.1,canada,7.980835044
MC-canada_5,F,yng,conv,teachername,3,2,Y,conv3.2,canada,7.980835044
MC-canada_5,F,yng,conv,teachername,3,3,Y,conv3.3,canada,7.980835044
MC-canada_5,F,yng,conv,toy,4,0,3,conv4,canada,7.980835044
MC-canada_5,F,yng,conv,toy,4,1,N,conv4.1,canada,7.980835044
MC-canada_5,F,yng,conv,toy,4,2,Y,conv4.2,canada,7.980835044
MC-canada_5,F,yng,conv,toy,4,3,Y,conv4.3,canada,7.980835044
MC-canada_6,F,yng,conv,shoes,1,0,1,conv1,canada,6.570841889
MC-canada_6,F,yng,conv,shoes,1,1,N,conv1.1,canada,6.570841889
MC-canada_6,F,yng,conv,shoes,1,2,Y,conv1.2,canada,6.570841889
MC-canada_6,F,yng,conv,shoes,1,3,N,conv1.3,canada,6.570841889
MC-canada_6,F,yng,conv,swim,2,0,1,conv2,canada,6.570841889
MC-canada_6,F,yng,conv,swim,2,1,N,conv2.1,canada,6.570841889
MC-canada_6,F,yng,conv,swim,2,2,Y,conv2.2,canada,6.570841889
MC-canada_6,F,yng,conv,swim,2,3,N,conv2.3,canada,6.570841889
MC-canada_6,F,yng,conv,teachername,3,0,2,conv3,canada,6.570841889
MC-canada_6,F,yng,conv,teachername,3,1,N,conv3.1,canada,6.570841889
MC-canada_6,F,yng,conv,teachername,3,2,N,conv3.2,canada,6.570841889
MC-canada_6,F,yng,conv,teachername,3,3,N,conv3.3,canada,6.570841889
MC-canada_6,F,yng,conv,toy,4,0,2,conv4,canada,6.570841889
MC-canada_6,F,yng,conv,toy,4,1,N,conv4.1,canada,6.570841889
MC-canada_6,F,yng,conv,toy,4,2,N,conv4.2,canada,6.570841889
MC-canada_6,F,yng,conv,toy,4,3,N,conv4.3,canada,6.570841889
MC-canada_7,M,yng,conv,shoes,1,0,3,conv1,canada,5.697467488
MC-canada_7,M,yng,conv,shoes,1,1,Y,conv1.1,canada,5.697467488
MC-canada_7,M,yng,conv,shoes,1,2,Y,conv1.2,canada,5.697467488
MC-canada_7,M,yng,conv,shoes,1,3,N,conv1.3,canada,5.697467488
MC-canada_7,M,yng,conv,swim,2,0,3,conv2,canada,5.697467488
MC-canada_7,M,yng,conv,swim,2,1,Y,conv2.1,canada,5.697467488
MC-canada_7,M,yng,conv,swim,2,2,Y,conv2.2,canada,5.697467488
MC-canada_7,M,yng,conv,swim,2,3,N,conv2.3,canada,5.697467488
MC-canada_7,M,yng,conv,teachername,3,0,3,conv3,canada,5.697467488
MC-canada_7,M,yng,conv,teachername,3,1,Y,conv3.1,canada,5.697467488
MC-canada_7,M,yng,conv,teachername,3,2,Y,conv3.2,canada,5.697467488
MC-canada_7,M,yng,conv,teachername,3,3,N,conv3.3,canada,5.697467488
MC-canada_7,M,yng,conv,toy,4,0,2,conv4,canada,5.697467488
MC-canada_7,M,yng,conv,toy,4,1,Y,conv4.1,canada,5.697467488
MC-canada_7,M,yng,conv,toy,4,2,Y,conv4.2,canada,5.697467488
MC-canada_7,M,yng,conv,toy,4,3,N,conv4.3,canada,5.697467488
MC-canada_8,M,yng,conv,shoes,1,0,3,conv1,canada,6.696783025
MC-canada_8,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.696783025
MC-canada_8,M,yng,conv,shoes,1,2,Y,conv1.2,canada,6.696783025
MC-canada_8,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.696783025
MC-canada_8,M,yng,conv,swim,2,0,3,conv2,canada,6.696783025
MC-canada_8,M,yng,conv,swim,2,1,Y,conv2.1,canada,6.696783025
MC-canada_8,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.696783025
MC-canada_8,M,yng,conv,swim,2,3,N,conv2.3,canada,6.696783025
MC-canada_8,M,yng,conv,teachername,3,0,1,conv3,canada,6.696783025
MC-canada_8,M,yng,conv,teachername,3,1,Y,conv3.1,canada,6.696783025
MC-canada_8,M,yng,conv,teachername,3,2,Y,conv3.2,canada,6.696783025
MC-canada_8,M,yng,conv,teachername,3,3,N,conv3.3,canada,6.696783025
MC-canada_8,M,yng,conv,toy,4,0,3,conv4,canada,6.696783025
MC-canada_8,M,yng,conv,toy,4,1,N,conv4.1,canada,6.696783025
MC-canada_8,M,yng,conv,toy,4,2,N,conv4.2,canada,6.696783025
MC-canada_8,M,yng,conv,toy,4,3,N,conv4.3,canada,6.696783025
MC-canada_9,M,yng,conv,shoes,1,0,2,conv1,canada,6.631074606
MC-canada_9,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.631074606
MC-canada_9,M,yng,conv,shoes,1,2,Y,conv1.2,canada,6.631074606
MC-canada_9,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.631074606
MC-canada_9,M,yng,conv,swim,2,0,3,conv2,canada,6.631074606
MC-canada_9,M,yng,conv,swim,2,1,Y,conv2.1,canada,6.631074606
MC-canada_9,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.631074606
MC-canada_9,M,yng,conv,swim,2,3,N,conv2.3,canada,6.631074606
MC-canada_9,M,yng,conv,teachername,3,0,3,conv3,canada,6.631074606
MC-canada_9,M,yng,conv,teachername,3,1,Y,conv3.1,canada,6.631074606
MC-canada_9,M,yng,conv,teachername,3,2,Y,conv3.2,canada,6.631074606
MC-canada_9,M,yng,conv,teachername,3,3,N,conv3.3,canada,6.631074606
MC-canada_9,M,yng,conv,toy,4,0,3,conv4,canada,6.631074606
MC-canada_9,M,yng,conv,toy,4,1,N,conv4.1,canada,6.631074606
MC-canada_9,M,yng,conv,toy,4,2,Y,conv4.2,canada,6.631074606
MC-canada_9,M,yng,conv,toy,4,3,N,conv4.3,canada,6.631074606
MC-canada_10,F,yng,conv,shoes,1,0,1,conv1,canada,6.631074606
MC-canada_10,F,yng,conv,shoes,1,1,N,conv1.1,canada,6.631074606
MC-canada_10,F,yng,conv,shoes,1,2,Y,conv1.2,canada,6.631074606
MC-canada_10,F,yng,conv,shoes,1,3,N,conv1.3,canada,6.631074606
MC-canada_10,F,yng,conv,swim,2,0,1,conv2,canada,6.631074606
MC-canada_10,F,yng,conv,swim,2,1,N,conv2.1,canada,6.631074606
MC-canada_10,F,yng,conv,swim,2,2,Y,conv2.2,canada,6.631074606
MC-canada_10,F,yng,conv,swim,2,3,N,conv2.3,canada,6.631074606
MC-canada_10,F,yng,conv,teachername,3,0,1,conv3,canada,6.631074606
MC-canada_10,F,yng,conv,teachername,3,1,N,conv3.1,canada,6.631074606
MC-canada_10,F,yng,conv,teachername,3,2,Y,conv3.2,canada,6.631074606
MC-canada_10,F,yng,conv,teachername,3,3,N,conv3.3,canada,6.631074606
MC-canada_10,F,yng,conv,toy,4,0,1,conv4,canada,6.631074606
MC-canada_10,F,yng,conv,toy,4,1,N,conv4.1,canada,6.631074606
MC-canada_10,F,yng,conv,toy,4,2,Y,conv4.2,canada,6.631074606
MC-canada_10,F,yng,conv,toy,4,3,N,conv4.3,canada,6.631074606
MC-canada_11,M,yng,conv,shoes,1,0,2,conv1,canada,6.581793292
MC-canada_11,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.581793292
MC-canada_11,M,yng,conv,shoes,1,2,Y,conv1.2,canada,6.581793292
MC-canada_11,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.581793292
MC-canada_11,M,yng,conv,swim,2,0,3,conv2,canada,6.581793292
MC-canada_11,M,yng,conv,swim,2,1,Y,conv2.1,canada,6.581793292
MC-canada_11,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.581793292
MC-canada_11,M,yng,conv,swim,2,3,N,conv2.3,canada,6.581793292
MC-canada_11,M,yng,conv,teachername,3,0,5,conv3,canada,6.581793292
MC-canada_11,M,yng,conv,teachername,3,1,Y,conv3.1,canada,6.581793292
MC-canada_11,M,yng,conv,teachername,3,2,Y,conv3.2,canada,6.581793292
MC-canada_11,M,yng,conv,teachername,3,3,Y,conv3.3,canada,6.581793292
MC-canada_11,M,yng,conv,toy,4,0,3,conv4,canada,6.581793292
MC-canada_11,M,yng,conv,toy,4,1,N,conv4.1,canada,6.581793292
MC-canada_11,M,yng,conv,toy,4,2,Y,conv4.2,canada,6.581793292
MC-canada_11,M,yng,conv,toy,4,3,N,conv4.3,canada,6.581793292
MC-canada_12,M,yng,conv,shoes,1,0,1,conv1,canada,6.288843258
MC-canada_12,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.288843258
MC-canada_12,M,yng,conv,shoes,1,2,N,conv1.2,canada,6.288843258
MC-canada_12,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.288843258
MC-canada_12,M,yng,conv,swim,2,0,2,conv2,canada,6.288843258
MC-canada_12,M,yng,conv,swim,2,1,Y,conv2.1,canada,6.288843258
MC-canada_12,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.288843258
MC-canada_12,M,yng,conv,swim,2,3,N,conv2.3,canada,6.288843258
MC-canada_12,M,yng,conv,teachername,3,0,1,conv3,canada,6.288843258
MC-canada_12,M,yng,conv,teachername,3,1,N,conv3.1,canada,6.288843258
MC-canada_12,M,yng,conv,teachername,3,2,N,conv3.2,canada,6.288843258
MC-canada_12,M,yng,conv,teachername,3,3,N,conv3.3,canada,6.288843258
MC-canada_12,M,yng,conv,toy,4,0,1,conv4,canada,6.288843258
MC-canada_12,M,yng,conv,toy,4,1,Y,conv4.1,canada,6.288843258
MC-canada_12,M,yng,conv,toy,4,2,Y,conv4.2,canada,6.288843258
MC-canada_12,M,yng,conv,toy,4,3,N,conv4.3,canada,6.288843258
MC-canada_13,F,yng,conv,shoes,1,1,1,conv1,canada,6.171115674
MC-canada_13,F,yng,conv,shoes,1,1,Y,conv1.1,canada,6.171115674
MC-canada_13,F,yng,conv,shoes,1,2,N,conv1.2,canada,6.171115674
MC-canada_13,F,yng,conv,shoes,1,3,Y,conv1.3,canada,6.171115674
MC-canada_13,F,yng,conv,swim,2,0,3,conv2,canada,6.171115674
MC-canada_13,F,yng,conv,swim,2,1,Y,conv2.1,canada,6.171115674
MC-canada_13,F,yng,conv,swim,2,2,Y,conv2.2,canada,6.171115674
MC-canada_13,F,yng,conv,swim,2,3,Y,conv2.3,canada,6.171115674
MC-canada_13,F,yng,conv,teachername,3,0,1,conv3,canada,6.171115674
MC-canada_13,F,yng,conv,teachername,3,1,Y,conv3.1,canada,6.171115674
MC-canada_13,F,yng,conv,teachername,3,2,Y,conv3.2,canada,6.171115674
MC-canada_13,F,yng,conv,teachername,3,3,Y,conv3.3,canada,6.171115674
MC-canada_13,F,yng,conv,toy,4,0,2,conv4,canada,6.171115674
MC-canada_13,F,yng,conv,toy,4,1,Y,conv4.1,canada,6.171115674
MC-canada_13,F,yng,conv,toy,4,2,Y,conv4.2,canada,6.171115674
MC-canada_13,F,yng,conv,toy,4,3,Y,conv4.3,canada,6.171115674
MC-canada_14,M,yng,conv,shoes,1,0,3,conv1,canada,7.23340178
MC-canada_14,M,yng,conv,shoes,1,1,N,conv1.1,canada,7.23340178
MC-canada_14,M,yng,conv,shoes,1,2,N,conv1.2,canada,7.23340178
MC-canada_14,M,yng,conv,shoes,1,3,N,conv1.3,canada,7.23340178
MC-canada_14,M,yng,conv,swim,2,0,4,conv2,canada,7.23340178
MC-canada_14,M,yng,conv,swim,2,1,Y,conv2.1,canada,7.23340178
MC-canada_14,M,yng,conv,swim,2,2,Y,conv2.2,canada,7.23340178
MC-canada_14,M,yng,conv,swim,2,3,N,conv2.3,canada,7.23340178
MC-canada_14,M,yng,conv,teachername,3,0,2,conv3,canada,7.23340178
MC-canada_14,M,yng,conv,teachername,3,1,N,conv3.1,canada,7.23340178
MC-canada_14,M,yng,conv,teachername,3,2,N,conv3.2,canada,7.23340178
MC-canada_14,M,yng,conv,teachername,3,3,N,conv3.3,canada,7.23340178
MC-canada_14,M,yng,conv,toy,4,0,3,conv4,canada,7.23340178
MC-canada_14,M,yng,conv,toy,4,1,N,conv4.1,canada,7.23340178
MC-canada_14,M,yng,conv,toy,4,2,N,conv4.2,canada,7.23340178
MC-canada_14,M,yng,conv,toy,4,3,N,conv4.3,canada,7.23340178
MC-canada_15,F,yng,conv,shoes,1,0,1,conv4,canada,6
MC-canada_15,F,yng,conv,shoes,1,1,Y,conv4.1,canada,6
MC-canada_15,F,yng,conv,shoes,1,2,Y,conv4.2,canada,6
MC-canada_15,F,yng,conv,shoes,1,3,N,conv4.3,canada,6
MC-canada_15,F,yng,conv,swim,2,0,1,conv4,canada,6
MC-canada_15,F,yng,conv,swim,2,1,Y,conv4.1,canada,6
MC-canada_15,F,yng,conv,swim,2,2,Y,conv4.2,canada,6
MC-canada_15,F,yng,conv,swim,2,3,N,conv4.3,canada,6
MC-canada_15,F,yng,conv,teachername,3,0,3,conv4,canada,6
MC-canada_15,F,yng,conv,teachername,3,1,Y,conv4.1,canada,6
MC-canada_15,F,yng,conv,teachername,3,2,Y,conv4.2,canada,6
MC-canada_15,F,yng,conv,teachername,3,3,N,conv4.3,canada,6
MC-canada_15,F,yng,conv,toy,4,0,1,conv4,canada,6
MC-canada_15,F,yng,conv,toy,4,1,Y,conv4.1,canada,6
MC-canada_15,F,yng,conv,toy,4,2,Y,conv4.2,canada,6
MC-canada_15,F,yng,conv,toy,4,3,Y,conv4.3,canada,6
MC-canada_16,M,yng,conv,shoes,1,0,2,conv1,canada,6.143737166
MC-canada_16,M,yng,conv,shoes,1,1,N,conv1.1,canada,6.143737166
MC-canada_16,M,yng,conv,shoes,1,2,Y,conv1.2,canada,6.143737166
MC-canada_16,M,yng,conv,shoes,1,3,N,conv1.3,canada,6.143737166
MC-canada_16,M,yng,conv,swim,2,0,2,conv2,canada,6.143737166
MC-canada_16,M,yng,conv,swim,2,1,N,conv2.1,canada,6.143737166
MC-canada_16,M,yng,conv,swim,2,2,Y,conv2.2,canada,6.143737166
MC-canada_16,M,yng,conv,swim,2,3,N,conv2.3,canada,6.143737166
MC-canada_16,M,yng,conv,teachername,3,0,2,conv3,canada,6.143737166
MC-canada_16,M,yng,conv,teachername,3,1,N,conv3.1,canada,6.143737166
MC-canada_16,M,yng,conv,teachername,3,2,Y,conv3.2,canada,6.143737166
MC-canada_16,M,yng,conv,teachername,3,3,N,conv3.3,canada,6.143737166
MC-canada_16,M,yng,conv,toy,4,0,3,conv4,canada,6.143737166
MC-canada_16,M,yng,conv,toy,4,1,N,conv4.1,canada,6.143737166
MC-canada_16,M,yng,conv,toy,4,2,Y,conv4.2,canada,6.143737166
MC-canada_16,M,yng,conv,toy,4,3,N,conv4.3,canada,6.143737166
MC-canada_17,M,yng,conv,shoes,1,0,2,conv4,canada,8.761122519
MC-canada_17,M,yng,conv,shoes,1,1,N,conv4.1,canada,8.761122519
MC-canada_17,M,yng,conv,shoes,1,2,N,conv4.2,canada,8.761122519
MC-canada_17,M,yng,conv,shoes,1,3,N,conv4.3,canada,8.761122519
MC-canada_17,M,yng,conv,swim,2,0,4,conv4,canada,8.761122519
MC-canada_17,M,yng,conv,swim,2,1,Y,conv4.1,canada,8.761122519
MC-canada_17,M,yng,conv,swim,2,2,Y,conv4.2,canada,8.761122519
MC-canada_17,M,yng,conv,swim,2,3,N,conv4.3,canada,8.761122519
MC-canada_17,M,yng,conv,teachername,3,0,3,conv4,canada,8.761122519
MC-canada_17,M,yng,conv,teachername,3,1,N,conv4.1,canada,8.761122519
MC-canada_17,M,yng,conv,teachername,3,2,N,conv4.2,canada,8.761122519
MC-canada_17,M,yng,conv,teachername,3,3,N,conv4.3,canada,8.761122519
MC-canada_17,M,yng,conv,toy,4,0,3,conv4,canada,8.761122519
MC-canada_17,M,yng,conv,toy,4,1,N,conv4.1,canada,8.761122519
MC-canada_17,M,yng,conv,toy,4,2,N,conv4.2,canada,8.761122519
MC-canada_17,M,yng,conv,toy,4,3,N,conv4.3,canada,8.761122519
MC-canada_18,M,mid,conv,shoes,1,0,3,conv1,canada,10.80082136
MC-canada_18,M,mid,conv,shoes,1,1,N,conv1.1,canada,10.80082136
MC-canada_18,M,mid,conv,shoes,1,2,Y,conv1.2,canada,10.80082136
MC-canada_18,M,mid,conv,shoes,1,3,Y,conv1.3,canada,10.80082136
MC-canada_18,M,mid,conv,swim,2,0,3,conv2,canada,10.80082136
MC-canada_18,M,mid,conv,swim,2,1,Y,conv2.1,canada,10.80082136
MC-canada_18,M,mid,conv,swim,2,2,Y,conv2.2,canada,10.80082136
MC-canada_18,M,mid,conv,swim,2,3,Y,conv2.3,canada,10.80082136
MC-canada_18,M,mid,conv,teachername,3,0,2,conv3,canada,10.80082136
MC-canada_18,M,mid,conv,teachername,3,1,N,conv3.1,canada,10.80082136
MC-canada_18,M,mid,conv,teachername,3,2,Y,conv3.2,canada,10.80082136
MC-canada_18,M,mid,conv,teachername,3,3,N,conv3.3,canada,10.80082136
MC-canada_18,M,mid,conv,toy,4,0,3,conv4,canada,10.80082136
MC-canada_18,M,mid,conv,toy,4,1,N,conv4.1,canada,10.80082136
MC-canada_18,M,mid,conv,toy,4,2,N,conv4.2,canada,10.80082136
MC-canada_18,M,mid,conv,toy,4,3,Y,conv4.3,canada,10.80082136
MC-canada_19,F,yng,conv,shoes,1,0,3,conv4,canada,7.912388775
MC-canada_19,F,yng,conv,shoes,1,1,N,conv4.1,canada,7.912388775
MC-canada_19,F,yng,conv,shoes,1,2,Y,conv4.2,canada,7.912388775
MC-canada_19,F,yng,conv,shoes,1,3,N,conv4.3,canada,7.912388775
MC-canada_19,F,yng,conv,swim,2,0,1,conv4,canada,7.912388775
MC-canada_19,F,yng,conv,swim,2,1,Y,conv4.1,canada,7.912388775
MC-canada_19,F,yng,conv,swim,2,2,Y,conv4.2,canada,7.912388775
MC-canada_19,F,yng,conv,swim,2,3,N,conv4.3,canada,7.912388775
MC-canada_19,F,yng,conv,teachername,3,0,2,conv4,canada,7.912388775
MC-canada_19,F,yng,conv,teachername,3,1,N,conv4.1,canada,7.912388775
MC-canada_19,F,yng,conv,teachername,3,2,Y,conv4.2,canada,7.912388775
MC-canada_19,F,yng,conv,teachername,3,3,N,conv4.3,canada,7.912388775
MC-canada_19,F,yng,conv,toy,4,0,3,conv4,canada,7.912388775
MC-canada_19,F,yng,conv,toy,4,1,N,conv4.1,canada,7.912388775
MC-canada_19,F,yng,conv,toy,4,2,Y,conv4.2,canada,7.912388775
MC-canada_19,F,yng,conv,toy,4,3,N,conv4.3,canada,7.912388775
MC-canada_20,M,yng,conv,shoes,1,0,3,conv1,canada,8.873374401
MC-canada_20,M,yng,conv,shoes,1,1,N,conv1.1,canada,8.873374401
MC-canada_20,M,yng,conv,shoes,1,2,Y,conv1.2,canada,8.873374401
MC-canada_20,M,yng,conv,shoes,1,3,N,conv1.3,canada,8.873374401
MC-canada_20,M,yng,conv,swim,2,0,3,conv2,canada,8.873374401
MC-canada_20,M,yng,conv,swim,2,1,Y,conv2.1,canada,8.873374401
MC-canada_20,M,yng,conv,swim,2,2,Y,conv2.2,canada,8.873374401
MC-canada_20,M,yng,conv,swim,2,3,N,conv2.3,canada,8.873374401
