subid,sex,age,age_group,dot,first_task,ms_q_ver,first_ms,task,task_num,score,q,raven_level,q_kind
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral1.2,n,1,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral1.3,n,1,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv1,2,1,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv1.1,n,1,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv1.2,n,1,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv1.3,n,1,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral2,3,2,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral2.1,n,2,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral2.2,n,2,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral2.3,n,2,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv2,2,2,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv2.1,n,2,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv2.2,y,2,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv2.3,y,2,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral3,2,3,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral3.1,n,3,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral3.2,n,3,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,moral,moral3.3,y,3,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv3,1,3,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv3.1,n,3,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv3.2,n,3,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv3.3,n,3,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv4,3,4,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv4.1,n,4,NA,1
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv4.2,n,4,NA,2
140901-04,M,10.5,10,9/1/14,dg,1,moral,conv,conv4.3,y,4,NA,3
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing1,dk,1,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing2,5,2,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing3,1,3,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing4,3,4,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing5,2,5,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing6,6,6,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing7,2,7,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing8,3.5,8,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing9,6,9,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing10,6,10,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,sharing,sharing11,5,11,NA,0
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a1,y,1,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a2,y,2,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a3,y,3,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a4,y,4,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a5,y,5,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a6,y,6,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a7,y,7,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a8,y,8,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a9,y,9,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a10,y,10,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a11,y,11,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_a12,n,12,a,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b1,y,1,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b2,y,2,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b3,y,3,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b4,y,4,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b5,y,5,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b6,y,6,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b7,n,7,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b8,y,8,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b9,y,9,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b10,y,10,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b11,y,11,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_b12,y,12,b,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c1,y,1,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c2,y,2,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c3,y,3,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c4,y,4,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c5,y,5,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c6,y,6,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c7,y,7,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c8,y,8,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c9,n,9,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c10,y,10,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c11,y,11,c,NA
140901-04,M,10.5,10,9/1/14,dg,1,moral,raven,raven_c12,n,12,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,dg,dg1,3,1,NA,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,dg,dg2,2,2,NA,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral1,2,1,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral1.1,n,1,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral1.2,n,1,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral1.3,y,1,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv1,2,1,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv1.1,n,1,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv1.2,y,1,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv1.3,y,1,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral2,1,2,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral2.1,n,2,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral2.2,n,2,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral2.3,n,2,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv2,2,2,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv2.1,n,2,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv2.2,y,2,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv2.3,y,2,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral3,1,3,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral3.1,n,3,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral3.2,n,3,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,moral,moral3.3,n,3,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv3,1,3,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv3.1,n,3,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv3.2,n,3,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv3.3,y,3,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv4,2,4,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv4.1,n,4,NA,1
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv4.2,y,4,NA,2
140904-07,M,10.6,10,9/4/14,moral,2,moral,conv,conv4.3,y,4,NA,3
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing1,1,1,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing2,5,2,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing3,1,3,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing4,2,4,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing5,2,5,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing6,4,6,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing7,3,7,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing8,3,8,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing9,2,9,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing10,2,10,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,sharing,sharing11,5,11,NA,0
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a1,y,1,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a2,y,2,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a3,y,3,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a4,y,4,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a5,y,5,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a6,y,6,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a7,y,7,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a8,y,8,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a9,y,9,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a10,y,10,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a11,y,11,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_a12,n,12,a,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b1,y,1,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b2,y,2,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b3,y,3,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b4,y,4,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b5,y,5,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b6,y,6,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b7,y,7,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b8,y,8,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b9,y,9,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b10,y,10,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b11,y,11,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_b12,n,12,b,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c1,y,1,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c2,y,2,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c3,y,3,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c4,y,4,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c5,y,5,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c6,n,6,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c7,y,7,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c8,y,8,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c9,y,9,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c10,y,10,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c11,y,11,c,NA
140904-07,M,10.6,10,9/4/14,moral,2,moral,raven,raven_c12,n,12,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,dg,dg1,3,1,NA,NA
140901-01,M,8,8,9/1/14,NA,1,moral,dg,dg2,3,2,NA,NA
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral1,NA,1,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral1.1,NA,1,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral1.2,NA,1,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral1.3,NA,1,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv1,NA,1,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv1.1,NA,1,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv1.2,NA,1,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv1.3,NA,1,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral2,NA,2,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral2.1,NA,2,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral2.2,NA,2,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral2.3,NA,2,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv2,NA,2,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv2.1,NA,2,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv2.2,NA,2,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv2.3,NA,2,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral3,NA,3,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral3.1,NA,3,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral3.2,NA,3,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,moral,moral3.3,NA,3,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv3,NA,3,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv3.1,NA,3,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv3.2,NA,3,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv3.3,NA,3,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv4,NA,4,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv4.1,NA,4,NA,1
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv4.2,NA,4,NA,2
140901-01,M,8,8,9/1/14,NA,1,moral,conv,conv4.3,NA,4,NA,3
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing1,NA,1,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing2,NA,2,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing3,NA,3,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing4,NA,4,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing5,NA,5,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing6,NA,6,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing7,NA,7,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing8,NA,8,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing9,NA,9,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing10,NA,10,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,sharing,sharing11,NA,11,NA,0
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a1,NA,1,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a2,NA,2,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a3,NA,3,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a4,NA,4,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a5,NA,5,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a6,NA,6,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a7,NA,7,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a8,NA,8,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a9,NA,9,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a10,NA,10,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a11,NA,11,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_a12,NA,12,a,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b1,NA,1,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b2,NA,2,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b3,NA,3,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b4,NA,4,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b5,NA,5,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b6,NA,6,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b7,NA,7,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b8,NA,8,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b9,NA,9,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b10,NA,10,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b11,NA,11,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_b12,NA,12,b,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c1,NA,1,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c2,NA,2,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c3,NA,3,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c4,NA,4,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c5,NA,5,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c6,NA,6,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c7,NA,7,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c8,NA,8,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c9,NA,9,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c10,NA,10,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c11,NA,11,c,NA
140901-01,M,8,8,9/1/14,NA,1,moral,raven,raven_c12,NA,12,c,NA
