subid,justifications,item,theme-MM,theme 2- MM,theme-AA,theme 2-AA,theme-HY,theme 2- HY,,Agreement,2nd Agreement,Final theme
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,"she might have not done it on purpose, just to be rebellious",toys,ok,,wrong,,OK,,,0,OK,OK
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,disrespectful to elders,back to elder,disrespect,,disrespect,,disrespect,,,1,,disrespect
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,they might pray and you shouldn't go in the house with shoes,shoes in house,religion,social order,religious,,social order,religious,,1,,religious
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,"he mght not know better, they're guests and we have to offer they might be too embarrassed to ask",drink,ok,social order,social order,,social order,,,1,,social order
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,maybe she wasn't paying attention or didn't know but if she did it on purpose it's inappropriate you have to dress well,slippers,ok,wrong,social order,,social order,,,1,,social order
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,"he shouldn't eat in front of someone who is fasting, they might want some, he should eat in private",fasting,disrespect,,disrespect,social order,disrespect,,,1,,disrespect
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,"she knew better and did it on purpose, it's not right",prayer,wrong,,social order,,wrong,,,0,wrong,wrong
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,he knew you're supposed to wear black because it's inappropriate ,red clothes,wrong,,social order,,social order,,,1,,social order
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,she disrupted another person's prayer and her own ,joke,religion,,religious,,religious,,,1,,religious
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
MI100816-1,,,,,,,,,,,,
PE100816-2,it's disrespectful to elders,back to elder,disrespect,,disresepectful,,disrespect,,,1,,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,shoes are dirty and it's disrespectful. God says don't go into the house with shoes and respect the people whose house you go to ,shoes in house,religion,disrespect,religious,disrespect,disrespect,,,1,,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,when we eat something someone else might want some and it's best to offer,drink,disrespect,social order,social order,,disrespect,,,0,disrespect,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,its disrespectful to the people there and it's not decent,slippers,disrespect,,disrespect,,disrespect,,,1,,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"it's dirty and other people will get sick, it's also disrespectful to the school ",table,disrespect,,injury,disrespect,disrespect,,,0,disrespect,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,his friend might hit his head and get hurt,push,injury,,injury ,,injury,,,1,,injury
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"its inappropriate, its for the pool not the school, each occasion has its own clothes",swimsuit,wrong,,social order,,social order,,,1,,social order
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,bad name,na,,NA,,NA,,,NA,,NA
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,your teacher deserves respect,teacher,disrespect,,disrespect,,disrespect,,,1,,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,his friend might have liked that drawing ,drawing,disrespect,,wrong,,disrespect,,,0,disrespect,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"everyone else is cleaning up, it's rude to not put things back ",toys,social order,,disrespect,,social order,,,0,social order,social order
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"when they're fasting they might want some, you should eat in private ",fasting,social order,,social order,,disrespect,,,0,social order,social order
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,God says you have to clean up and be decent for prayer,prayer,religion,,religious,,religious,,,1,,religious
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"you're supposed to wear dark clothes, it's disrespectful to the Imams",red clothes,disrespect,social order,disrespect,,social order,,,0,disrespect,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,"he ruined his own prayer but shouldn't ruin someone elses, it's wrong because he ruined someone else's prayer",joke,religion,disrespect,religious ,,disrespect,,,0,religious,disrespect
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
PE100816-2,,,,,,,,,,,,
II100816-3,disrespectful to elders,back to elder,disrespect,,disrespect,,disrespect,,,1,,disrespect
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,"we pray in the house, and it will get dirty",shoes in house,religion,,religious,,wrong,,,0,religious,religious
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,you should offer to your guests,drink,social order,,social order,,social order,,,1,,social order
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,"you should dress nice, it's inappropriate ",slippers,wrong,,social order,,social order,,,1,,social order
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,"people eat there, it's dirty",table,wrong,disrespect,social order,,wrong,,,0,wrong,wrong
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,his friend can get hurt,push,injury,,injury ,,injury,,,1,,injury
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,it's rude,swimsuit,wrong,,disrespect,,wrong,,,0,wrong,wrong
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,you shouldn't be mean to your friends,bad name,wrong,,disrespect,,wrong,,,0,wrong,wrong
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,it's disrespectful to elders,teacher,disrespect,,disrespect,,disrespect,,,1,,disrespect
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,it's rude,drawing,wrong,,disrespect,,disrespect,,,1,,disrespect
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,everyone else is cleaning and will get distracted,toys,disrespect,,wrong,,social order,,,0,0,social order
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,they might want some and then might eat and sin and it will be her fault,fasting,disrespect,,religious,,religious,,,1,,religious
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,his prayer won't be accepted,prayer,religion,,religious ,,religious,,,1,,religious
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,its mourning time and you should wear black,red clothes,social order,,social order,,social order,,,1,,social order
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,"during prayer you shouldn't talk, God doesn't like that",joke,religion,social order,religious,,religious,,,1,,religious
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
II100816-3,,,,,,,,,,,,
SNA100816-4,her friend might get hurt ,push,injury,,injury,,injury,,,1,,injury
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,"food will get dirty, people will get sick ",table,injury,,injury,,wrong,,,0,injury,injury
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,she'll tell her mom and her mom will punish her,bad name,wrong,,social order,,social order,,,1,,social order
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,"he's naked and it's bad and he'll get in trouble, need to wear a uniform",swimsuit,wrong,,social order,,social order,,,1,,social order
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,she can't make a 100 drawings after her friend rips it ,drawing,wrong,,social order,,wrong,,,0,wrong,wrong
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,"you have to be respectful to your teacher, she'll give you a bad grade",teacher,disrespect,,disrespect,,disrespect,,,1,,disrespect
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,the toys will get mixed up,toys,wrong,,wrong,,wrong,,,1,,wrong
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,it's rude,back to elder,wrong,,disrespect ,,disrespect,,,1,,disrespect
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,shoes are dirty,shoes in house,wrong,,social order,,wrong,,,0,wrong,wrong
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,they might be thirsty and want some ,drink,disrespect,,disrespect,,disrespect,,,1,,disrespect
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,it's embarrassing ,slippers,embarrassing,,embarrassing,,embarrassing,,,1,,embarrassing
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,they will want some ,fasting,disrespect,,wrong,,disrespect,,,0,disrespect,disrespect
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,"without washing up God won't accept it, won't count it",prayer,religion,,religious,,religious,,,1,,religious
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,We'll be like the enemy if we wear read,red clothes,wrong,,wrong,,religious,,,0,wrong,wrong
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,"our prayer won't be accepted, we will go to hell ",joke,religion,,religious,,religious,,,1,,religious
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
SNA100816-4,,,,,,,,,,,,
AS100816-5,her friend might get hurt or fall in front of a car and die,push,injury,,injury ,,injury,,,1,,injury
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,shoes are dirty can't eat there,table,wrong,,wrong,,wrong,,,1,,wrong
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,"it's rude, everyone will be cursing each other out",bad name,wrong,,disrespect,,disrespect,,,1,,disrespect
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,"it's a sin and rude, everyone will see his body",swimsuit,religion,social order,disrespect,social order,religious,disrespect,,0,religious,religious
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,her friend used up her colored pencils and put in effort. Now she won't get a good grade for her work ,drawing,disrespect,,wrong,,wrong,,,1,,wrong
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,disrespectful to elder ,teacher,disrespect,,disrespect,,disrespect,,,1,,disrespect
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,everyone else cleaned up and she ruined it,toys,social order,,social order,,social order,,,1,,social order
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,she's elder and it's disrespectful,back to elder,disrespect ,,disrespect,,disrespect,,,1,,disrespect
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,it makes their house dirty,shoes in house,disrespect,,wrong,,wrong,,,1,,wrong
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,"they might want water once they see his water, it's rude to not offer",drink,disrespect,,disrespect,,disrespect,,,1,,disrespect
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,"you should wear formal shoes, it's inappropriate",slippers,social order,wrong,social order,,social order,,,1,,social order
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,they'll want some and can't wait until night so will break their fast and that's a sin ,fasting,religion,disrespect,religious,,religious,,,1,,religious
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,her prayer will be ruined/not accepted,prayer,religion,disrespect,religious ,,religious,,,1,,religious
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,,,,,,,,,,,,
AS100816-5,"it's a mourning month, we should wear black ",red clothes,religion,social order,social order ,,social order,,,1,,social order
AS100816-5,,,,,,,,,,,,
